epoch,param,frob_norm,numel
3,layers.0.models.0.self_attn.V_gate.weight,4.60565710067749,4096
3,layers.0.models.0.self_attn.shared_rel_emb_table.weight,0.3478795289993286,1152
3,layers.0.models.0.self_attn.proj_q.weight,0.6474169492721558,4096
3,layers.0.models.0.self_attn.proj_k.weight,0.6342957019805908,4096
3,layers.0.models.0.self_attn.proj_e.weight,0.6330515146255493,4096
3,layers.0.models.0.self_attn.proj_vg.weight,0.6307284832000732,4096
3,layers.0.models.0.norm1_attn.weight,8.001498222351074,64
3,layers.0.models.0.norm1_attn.bias,0.010728025808930397,64
3,layers.0.ff_linear1.weight,6.542265892028809,8192
3,layers.0.ff_linear1.bias,0.8497129678726196,128
3,layers.0.ff_linear2.weight,4.634453296661377,8192
3,layers.0.ff_linear2.bias,0.39498043060302734,64
3,layers.0.norm2.weight,8.001029014587402,64
3,layers.0.norm2.bias,0.011708248406648636,64
3,layers.1.models.0.self_attn.Q.weight,4.594718933105469,4096
3,layers.1.models.0.self_attn.K.weight,4.6455535888671875,4096
3,layers.1.models.0.self_attn.E.weight,4.56719446182251,4096
3,layers.1.models.0.self_attn.V.weight,4.658414840698242,4096
3,layers.1.models.0.self_attn.V_gate.weight,4.6466217041015625,4096
3,layers.1.models.0.self_attn.shared_rel_emb_table.weight,0.3447057902812958,1152
3,layers.1.models.0.self_attn.proj_q.weight,0.6397812366485596,4096
3,layers.1.models.0.self_attn.proj_k.weight,0.6438794136047363,4096
3,layers.1.models.0.self_attn.proj_e.weight,0.6457116603851318,4096
3,layers.1.models.0.self_attn.proj_vg.weight,0.6716194748878479,4096
3,layers.1.models.0.norm1_attn.weight,7.999678134918213,64
3,layers.1.models.0.norm1_attn.bias,0.008289739489555359,64
3,layers.1.ff_linear1.weight,6.507068157196045,8192
3,layers.1.ff_linear1.bias,0.7965981364250183,128
3,layers.1.ff_linear2.weight,4.676608562469482,8192
3,layers.1.ff_linear2.bias,0.4192033112049103,64
3,layers.1.norm2.weight,8.000353813171387,64
3,layers.1.norm2.bias,0.008008178323507309,64
3,layers.2.models.0.self_attn.Q.weight,4.651004314422607,4096
3,layers.2.models.0.self_attn.K.weight,4.6307053565979,4096
3,layers.2.models.0.self_attn.E.weight,4.650478363037109,4096
3,layers.2.models.0.self_attn.V.weight,4.635679244995117,4096
3,layers.2.models.0.self_attn.V_gate.weight,4.587067604064941,4096
3,layers.2.models.0.self_attn.shared_rel_emb_table.weight,0.3496088981628418,1152
3,layers.2.models.0.self_attn.proj_q.weight,0.6516565680503845,4096
3,layers.2.models.0.self_attn.proj_k.weight,0.6430640816688538,4096
3,layers.2.models.0.self_attn.proj_e.weight,0.6387467980384827,4096
3,layers.2.models.0.self_attn.proj_vg.weight,0.6672180891036987,4096
3,layers.2.models.0.norm1_attn.weight,8.00078296661377,64
3,layers.2.models.0.norm1_attn.bias,0.008864013478159904,64
3,layers.2.ff_linear1.weight,6.5241241455078125,8192
3,layers.2.ff_linear1.bias,0.8268377184867859,128
3,layers.2.ff_linear2.weight,4.652034282684326,8192
3,layers.2.ff_linear2.bias,0.4174495041370392,64
3,layers.2.norm2.weight,8.000714302062988,64
3,layers.2.norm2.bias,0.009646369144320488,64
3,layers.3.models.0.self_attn.Q.weight,4.630075454711914,4096
3,layers.3.models.0.self_attn.K.weight,4.662364482879639,4096
3,layers.3.models.0.self_attn.E.weight,4.618584156036377,4096
3,layers.3.models.0.self_attn.V.weight,4.6543288230896,4096
3,layers.3.models.0.self_attn.V_gate.weight,4.617844581604004,4096
3,layers.3.models.0.self_attn.shared_rel_emb_table.weight,0.35924726724624634,1152
3,layers.3.models.0.self_attn.proj_q.weight,0.6460500955581665,4096
3,layers.3.models.0.self_attn.proj_k.weight,0.6496611833572388,4096
3,layers.3.models.0.self_attn.proj_e.weight,0.6403607130050659,4096
3,layers.3.models.0.self_attn.proj_vg.weight,0.6678190231323242,4096
3,layers.3.models.0.norm1_attn.weight,8.000662803649902,64
3,layers.3.models.0.norm1_attn.bias,0.009786101058125496,64
3,layers.3.ff_linear1.weight,6.544400691986084,8192
3,layers.3.ff_linear1.bias,0.795081615447998,128
3,layers.3.ff_linear2.weight,4.633942604064941,8192
3,layers.3.ff_linear2.bias,0.4182984232902527,64
3,layers.3.norm2.weight,8.000934600830078,64
3,layers.3.norm2.bias,0.010005082003772259,64
3,layers.4.models.0.self_attn.Q.weight,4.598773002624512,4096
3,layers.4.models.0.self_attn.K.weight,4.63018798828125,4096
3,layers.4.models.0.self_attn.E.weight,4.646720886230469,4096
3,layers.4.models.0.self_attn.V.weight,4.670603275299072,4096
3,layers.4.models.0.self_attn.V_gate.weight,4.565291404724121,4096
3,layers.4.models.0.self_attn.shared_rel_emb_table.weight,0.35869070887565613,1152
3,layers.4.models.0.self_attn.proj_q.weight,0.6563225388526917,4096
